"";"ID";"Name_submitted";"Overall_score";"Name_matched_id";"Name_matched";"Name_score";"Name_matched_rank";"Author_submitted";"Author_matched";"Author_score";"Canonical_author";"Name_matched_accepted_family";"Genus_submitted";"Genus_matched";"Genus_score";"Specific_epithet_submitted";"Specific_epithet_matched";"Specific_epithet_score";"Family_submitted";"Family_matched";"Family_score";"Infraspecific_rank";"Infraspecific_epithet_matched";"Infraspecific_epithet_score";"Infraspecific_rank_2";"Infraspecific_epithet_2_matched";"Infraspecific_epithet_2_score";"Annotations";"Unmatched_terms";"Name_matched_url";"Name_matched_lsid";"Phonetic";"Taxonomic_status";"Accepted_name";"Accepted_species";"Accepted_name_author";"Accepted_name_id";"Accepted_name_rank";"Accepted_name_url";"Accepted_name_lsid";"Accepted_family";"Overall_score_order";"Highertaxa_score_order";"Source";"Warnings";"WarningsEng"
"149";"149";"Cytisus nigricans";1;"183986";"Cytisus nigricans";1;"species";"";"";NA;"L.";"Fabaceae";"Cytisus";"Cytisus";1;"nigricans";"nigricans";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489855-1";"";"Y";"Accepted";"Cytisus nigricans";"Cytisus nigricans";"L.";"183986";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489855-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"150";"150";"Cytisus ratisbonensis";1;"209824";"Cytisus ratisbonensis";1;"species";"";"";NA;"Schaeff.";"Fabaceae";"Cytisus";"Cytisus";1;"ratisbonensis";"ratisbonensis";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489944-1";"";"Y";"Synonym";"Chamaecytisus ratisbonensis";"Chamaecytisus ratisbonensis";"(Schaeff.) Rothm.";"208964";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:485981-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"151";"151";"Dactylis glomerata agg.";0,9;"853224";"Dactylis glomerata";1;"species";"";"";NA;"L.";"Poaceae";"Dactylis";"Dactylis";1;"glomerata";"glomerata";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1";"";"Y";"Accepted";"Dactylis glomerata";"Dactylis glomerata";"L.";"853224";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"152";"152";"Daucus carota";1;"631327";"Daucus carota";1;"species";"";"";NA;"L.";"Apiaceae";"Daucus";"Daucus";1;"carota";"carota";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:841063-1";"";"Y";"Accepted";"Daucus carota";"Daucus carota";"L.";"631327";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:841063-1";"";"Apiaceae";"1";"1";"wcvp";"0";""
"153";"153";"Deschampsia cespitosa agg.";0,9;"854193";"Deschampsia cespitosa";1;"species";"";"";NA;"(L.) P.Beauv.";"Poaceae";"Deschampsia";"Deschampsia";1;"cespitosa";"cespitosa";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397953-1";"";"Y";"Accepted";"Deschampsia cespitosa";"Deschampsia cespitosa";"(L.) P.Beauv.";"854193";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397953-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"154";"154";"Dianthus carthusianorum agg.";0,9;"636082";"Dianthus carthusianorum";1;"species";"";"";NA;"L.";"Caryophyllaceae";"Dianthus";"Dianthus";1;"carthusianorum";"carthusianorum";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302053-2";"";"Y";"Accepted";"Dianthus carthusianorum";"Dianthus carthusianorum";"L.";"636082";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302053-2";"";"Caryophyllaceae";"1";"1";"wcvp";"0";""
"155";"155";"Dorycnium pentaphyllum agg.";0,9;"207502";"Dorycnium pentaphyllum";1;"species";"";"";NA;"Scop.";"Fabaceae";"Dorycnium";"Dorycnium";1;"pentaphyllum";"pentaphyllum";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:493388-1";"";"Y";"Synonym";"Lotus dorycnium";"Lotus dorycnium";"L.";"204951";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503605-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"156";"156";"Epilobium parviflorum";1;"1812292";"Epilobium parviflorum";1;"species";"";"";NA;"Schreb.";"Onagraceae";"Epilobium";"Epilobium";1;"parviflorum";"parviflorum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:612163-1";"";"Y";"Accepted";"Epilobium parviflorum";"Epilobium parviflorum";"Schreb.";"1812292";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:612163-1";"";"Onagraceae";"1";"1";"wcvp";"0";""
"157";"157";"Erigeron annuus";1;"1575263";"Erigeron annuus";1;"species";"";"";NA;"(L.) Desf";"Asteraceae";"Erigeron";"Erigeron";1;"annuus";"annuus";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:203539-1";"";"Y";"Accepted";"Erigeron annuus";"Erigeron annuus";"(L.) Desf";"1575263";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:203539-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"158";"158";"Euphorbia verrucosa";1;"956690";"Euphorbia verrucosa";1;"species";"";"";NA;"L.";"Euphorbiaceae";"Euphorbia";"Euphorbia";1;"verrucosa";"verrucosa";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:348671-1";"";"Y";"Accepted";"Euphorbia verrucosa";"Euphorbia verrucosa";"L.";"956690";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:348671-1";"";"Euphorbiaceae";"1";"1";"wcvp";"0";""
"159";"159";"Euphrasia officinalis";1;"675064";"Euphrasia officinalis";1;"species";"";"";NA;"L.";"Orobanchaceae";"Euphrasia";"Euphrasia";1;"officinalis";"officinalis";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:802732-1";"";"Y";"Accepted";"Euphrasia officinalis";"Euphrasia officinalis";"L.";"675064";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:802732-1";"";"Orobanchaceae";"1";"1";"wcvp";"0";""
"160";"160";"Euphrasia officinalis var. curta";1;"1123933";"Euphrasia officinalis var. curta";1;"variety";"";"";NA;"Fr.";"Orobanchaceae";"Euphrasia";"Euphrasia";1;"officinalis";"officinalis";1;"";"";NA;"var.";"curta";1;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2910584-4";"";"Y";"Synonym";"Euphrasia micrantha";"Euphrasia micrantha";"Rchb.";"1123639";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:802686-1";"";"Orobanchaceae";"1";"1";"wcvp";"0";""
"161";"161";"Festuca arundinacea";1;"861543";"Festuca arundinacea";1;"species";"";"";NA;"Lilj.";"Poaceae";"Festuca";"Festuca";1;"arundinacea";"arundinacea";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:402377-1";"";"Y";"Illegitimate";"Scolochloa festucacea";"Scolochloa festucacea";"(Willd.) Link";"890189";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:421150-1";"";"Poaceae";"1";"5";"wcvp";"6";"[Ambiguous] [HigherTaxa]"
"162";"162";"Festuca rubra agg.";0,9;"863572";"Festuca rubra";1;"species";"";"";NA;"L.";"Poaceae";"Festuca";"Festuca";1;"rubra";"rubra";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30010036-2";"";"Y";"Accepted";"Festuca rubra";"Festuca rubra";"L.";"863572";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30010036-2";"";"Poaceae";"1";"1";"wcvp";"0";""
"163";"163";"Filipendula vulgaris";1;"990719";"Filipendula vulgaris";1;"species";"";"";NA;"Moench";"Rosaceae";"Filipendula";"Filipendula";1;"vulgaris";"vulgaris";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:724945-1";"";"Y";"Accepted";"Filipendula vulgaris";"Filipendula vulgaris";"Moench";"990719";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:724945-1";"";"Rosaceae";"1";"1";"wcvp";"0";""
"164";"164";"Fragaria viridis";1;"998275";"Fragaria viridis";1;"species";"";"";NA;"Weston";"Rosaceae";"Fragaria";"Fragaria";1;"viridis";"viridis";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441587-2";"";"Y";"Accepted";"Fragaria viridis";"Fragaria viridis";"Weston";"998275";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441587-2";"";"Rosaceae";"1";"1";"wcvp";"0";""
"165";"165";"Fraxinus excelsior";1;"824221";"Fraxinus excelsior";1;"species";"";"";NA;"L.";"Oleaceae";"Fraxinus";"Fraxinus";1;"excelsior";"excelsior";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:609009-1";"";"Y";"Accepted";"Fraxinus excelsior";"Fraxinus excelsior";"L.";"824221";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:609009-1";"";"Oleaceae";"1";"1";"wcvp";"0";""
"166";"166";"Galium boreale agg.";0,9;"959840";"Galium boreale";1;"species";"";"";NA;"L.";"Rubiaceae";"Galium";"Galium";1;"boreale";"boreale";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:749626-1";"";"Y";"Accepted";"Galium boreale";"Galium boreale";"L.";"959840";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:749626-1";"";"Rubiaceae";"1";"1";"wcvp";"0";""
"167";"167";"Galium mollugo agg.";0,9;"960873";"Galium mollugo";1;"species";"";"";NA;"L.";"Rubiaceae";"Galium";"Galium";1;"mollugo";"mollugo";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:750253-1";"";"Y";"Accepted";"Galium mollugo";"Galium mollugo";"L.";"960873";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:750253-1";"";"Rubiaceae";"1";"1";"wcvp";"0";""
"168";"168";"Galium pusillum agg.";0,9;"961359";"Galium pusillum";1;"species";"";"";NA;"L.";"Rubiaceae";"Galium";"Galium";1;"pusillum";"pusillum";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:750507-1";"";"Y";"Accepted";"Galium pusillum";"Galium pusillum";"L.";"961359";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:750507-1";"";"Rubiaceae";"1";"1";"wcvp";"0";""
"169";"169";"Galium verrucosum";1;"961927";"Galium verrucosum";1;"species";"";"";NA;"Huds.";"Rubiaceae";"Galium";"Galium";1;"verrucosum";"verrucosum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77177145-1";"";"Y";"Accepted";"Galium verrucosum";"Galium verrucosum";"Huds.";"961927";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77177145-1";"";"Rubiaceae";"1";"1";"wcvp";"0";""
"170";"170";"Galium verum agg.";0,9;"961932";"Galium verum";1;"species";"";"";NA;"L.";"Rubiaceae";"Galium";"Galium";1;"verum";"verum";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:750829-1";"";"Y";"Accepted";"Galium verum";"Galium verum";"L.";"961932";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:750829-1";"";"Rubiaceae";"1";"1";"wcvp";"0";""
"171";"171";"Genista tinctoria";1;"209060";"Genista tinctoria";1;"species";"";"";NA;"L.";"Fabaceae";"Genista";"Genista";1;"tinctoria";"tinctoria";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496408-1";"";"Y";"Accepted";"Genista tinctoria";"Genista tinctoria";"L.";"209060";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496408-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"172";"172";"Globularia bisnagarica";1;"696215";"Globularia bisnagarica";1;"species";"";"";NA;"L.";"Plantaginaceae";"Globularia";"Globularia";1;"bisnagarica";"bisnagarica";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813058-1";"";"Y";"Accepted";"Globularia bisnagarica";"Globularia bisnagarica";"L.";"696215";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813058-1";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"173";"173";"Globularia cordifolia agg.";0,9;"696224";"Globularia cordifolia";1;"species";"";"";NA;"L.";"Plantaginaceae";"Globularia";"Globularia";1;"cordifolia";"cordifolia";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813062-1";"";"Y";"Accepted";"Globularia cordifolia";"Globularia cordifolia";"L.";"696224";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813062-1";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"174";"174";"Helianthemum nummularium agg.";0,9;"1577356";"Helianthemum nummularium";1;"species";"";"";NA;"(L.) Mill.";"Cistaceae";"Helianthemum";"Helianthemum";1;"nummularium";"nummularium";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169032-1";"";"Y";"Accepted";"Helianthemum nummularium";"Helianthemum nummularium";"(L.) Mill.";"1577356";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169032-1";"";"Cistaceae";"1";"1";"wcvp";"0";""
"175";"175";"Helictotrichon pratense";1;"865648";"Helictotrichon pratense";1;"species";"";"";NA;"(L.) Pilg.";"Poaceae";"Helictotrichon";"Helictotrichon";1;"pratense";"pratense";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:404619-1";"";"Y";"Synonym";"Helictochloa pratensis";"Helictochloa pratensis";"(L.) Romero Zarco";"914381";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77113502-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"176";"176";"Helictotrichon pubescens";1;"865667";"Helictotrichon pubescens";1;"species";"";"";NA;"(Huds.) Schult. & Schult.f.";"Poaceae";"Helictotrichon";"Helictotrichon";1;"pubescens";"pubescens";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://www.worldfloraonline.org/taxon/wfo-0000873950";"";"Y";"Accepted";"Helictotrichon pubescens";"Helictotrichon pubescens";"(Huds.) Schult. & Schult.f.";"865667";"species";"https://www.worldfloraonline.org/taxon/wfo-0000873950";"";"Poaceae";"1";"1";"wfo";"0";""
"177";"177";"Hieracium";1;"1404382";"Hieracium";1;"genus";"";"";NA;"L.";"Asteraceae";"Hieracium";"Hieracium";1;"";"";NA;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330082-2";"";"Y";"Accepted";"Hieracium";"";"L.";"1404382";"genus";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330082-2";"";"Asteraceae";"1";"1";"wcvp";"0";""
"178";"178";"Hippocrepis comosa";1;"209086";"Hippocrepis comosa";1;"species";"";"";NA;"L.";"Fabaceae";"Hippocrepis";"Hippocrepis";1;"comosa";"comosa";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:498352-1";"";"Y";"Accepted";"Hippocrepis comosa";"Hippocrepis comosa";"L.";"209086";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:498352-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"179";"179";"Hypericum perfoliatum";1;"720400";"Hypericum perfoliatum";1;"species";"";"";NA;"L.";"Hypericaceae";"Hypericum";"Hypericum";1;"perfoliatum";"perfoliatum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433717-1";"";"Y";"Accepted";"Hypericum perfoliatum";"Hypericum perfoliatum";"L.";"720400";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433717-1";"";"Hypericaceae";"1";"1";"wcvp";"0";""
"180";"180";"Hypericum perforatum";1;"720401";"Hypericum perforatum";1;"species";"";"";NA;"L.";"Hypericaceae";"Hypericum";"Hypericum";1;"perforatum";"perforatum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433719-1";"";"Y";"Accepted";"Hypericum perforatum";"Hypericum perforatum";"L.";"720401";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433719-1";"";"Hypericaceae";"1";"1";"wcvp";"0";""
"181";"181";"Inula hirta";1;"119018";"Inula hirta";1;"species";"";"";NA;"Pollich";"Asteraceae";"Inula";"Inula";1;"hirta";"hirta";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:225926-1";"";"Y";"Illegitimate";"Pentanema britannica";"Pentanema britannica";"(L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.";"1435409";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77178407-1";"";"Asteraceae";"1";"4";"wcvp";"6";"[Ambiguous] [HigherTaxa]"
"182";"182";"Inula salicina";1;"93949";"Inula salicina";1;"species";"";"";NA;"C.B.Clarke";"Asteraceae";"Inula";"Inula";1;"salicina";"salicina";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:226091-1";"";"Y";"Illegitimate";"Inula acuminata";"Inula acuminata";"DC.";"41803";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:225729-1";"";"Asteraceae";"1";"4";"wcvp";"6";"[Ambiguous] [HigherTaxa]"
"183";"183";"Jacobaea vulgaris";1;"32114";"Jacobaea vulgaris";1;"species";"";"";NA;"Gaertn.";"Asteraceae";"Jacobaea";"Jacobaea";1;"vulgaris";"vulgaris";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:226649-1";"";"Y";"Accepted";"Jacobaea vulgaris";"Jacobaea vulgaris";"Gaertn.";"32114";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:226649-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"184";"184";"Knautia arvensis agg.";0,9;"351568";"Knautia arvensis";1;"species";"";"";NA;"(L.) Coult.";"Caprifoliaceae";"Knautia";"Knautia";1;"arvensis";"arvensis";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319318-1";"";"Y";"Accepted";"Knautia arvensis";"Knautia arvensis";"(L.) Coult.";"351568";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319318-1";"";"Caprifoliaceae";"1";"1";"wcvp";"2";"[Ambiguous]"
"185";"185";"Koeleria pyramidata agg.";0,9;"869000";"Koeleria pyramidata";1;"species";"";"";NA;"(Lam.) P.Beauv.";"Poaceae";"Koeleria";"Koeleria";1;"pyramidata";"pyramidata";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406677-1";"";"Y";"Accepted";"Koeleria pyramidata";"Koeleria pyramidata";"(Lam.) P.Beauv.";"869000";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406677-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"186";"186";"Lathyrus tuberosus";1;"209113";"Lathyrus tuberosus";1;"species";"";"";NA;"L.";"Fabaceae";"Lathyrus";"Lathyrus";1;"tuberosus";"tuberosus";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:502065-1";"";"Y";"Accepted";"Lathyrus tuberosus";"Lathyrus tuberosus";"L.";"209113";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:502065-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"187";"187";"Legousia speculum-veneris";1;"812715";"Legousia speculum-veneris";1;"species";"";"";NA;"(L.) Chaix";"Campanulaceae";"Legousia";"Legousia";1;"speculum-veneris";"speculum-veneris";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60457789-2";"";"Y";"Accepted";"Legousia speculum-veneris";"Legousia speculum-veneris";"(L.) Chaix";"812715";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60457789-2";"";"Campanulaceae";"1";"1";"wcvp";"0";""
"188";"188";"Leontodon hispidus";1;"18560";"Leontodon hispidus";1;"species";"";"";NA;"L.";"Asteraceae";"Leontodon";"Leontodon";1;"hispidus";"hispidus";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229358-1";"";"Y";"Accepted";"Leontodon hispidus";"Leontodon hispidus";"L.";"18560";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229358-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"189";"189";"Leontodon incanus";1;"1615654";"Leontodon incanus";1;"species";"";"";NA;"(L.) Schrank";"Asteraceae";"Leontodon";"Leontodon";1;"incanus";"incanus";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229368-1";"";"Y";"Accepted";"Leontodon incanus";"Leontodon incanus";"(L.) Schrank";"1615654";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229368-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"190";"190";"Leucanthemum vulgare agg.";0,9;"37102";"Leucanthemum vulgare";1;"species";"";"";NA;"Lam.";"Asteraceae";"Leucanthemum";"Leucanthemum";1;"vulgare";"vulgare";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30296198-2";"";"Y";"Accepted";"Leucanthemum vulgare";"Leucanthemum vulgare";"Lam.";"37102";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30296198-2";"";"Asteraceae";"1";"1";"wcvp";"0";""
"191";"191";"Linum catharticum";1;"358626";"Linum catharticum";1;"species";"";"";NA;"L.";"Linaceae";"Linum";"Linum";1;"catharticum";"catharticum";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544405-1";"";"Y";"Accepted";"Linum catharticum";"Linum catharticum";"L.";"358626";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544405-1";"";"Linaceae";"1";"1";"wcvp";"0";""
"192";"192";"Linum catharticum subsp. suecicum";1;"1757089";"Linum catharticum subsp. suecicum";1;"subspecies";"";"";NA;"Hayek";"Linaceae";"Linum";"Linum";1;"catharticum";"catharticum";1;"";"";NA;"subsp.";"suecicum";1;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2936796-4";"";"Y";"Synonym";"Linum catharticum var. subalpinum";"Linum catharticum";"Hausskn.";"1779633";"variety";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77252207-1";"";"Linaceae";"1";"1";"wcvp";"0";""
"193";"193";"Linum perenne agg.";0,9;"358177";"Linum perenne";1;"species";"";"";NA;"L.";"Linaceae";"Linum";"Linum";1;"perenne";"perenne";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544634-1";"";"Y";"Accepted";"Linum perenne";"Linum perenne";"L.";"358177";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544634-1";"";"Linaceae";"1";"1";"wcvp";"0";""
"194";"194";"Lotus corniculatus agg.";0,9;"207542";"Lotus corniculatus";1;"species";"";"";NA;"L.";"Fabaceae";"Lotus";"Lotus";1;"corniculatus";"corniculatus";1;"";"";NA;"";"";NA;"";"";NA;"";"agg.";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30179739-2";"";"Y";"Accepted";"Lotus corniculatus";"Lotus corniculatus";"L.";"207542";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30179739-2";"";"Fabaceae";"1";"1";"wcvp";"0";""
"195";"195";"Medicago falcata";1;"208732";"Medicago falcata";1;"species";"";"";NA;"L.";"Fabaceae";"Medicago";"Medicago";1;"falcata";"falcata";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506175-1";"";"Y";"Accepted";"Medicago falcata";"Medicago falcata";"L.";"208732";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506175-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"196";"196";"Medicago lupulina";1;"208757";"Medicago lupulina";1;"species";"";"";NA;"L.";"Fabaceae";"Medicago";"Medicago";1;"lupulina";"lupulina";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506268-1";"";"Y";"Accepted";"Medicago lupulina";"Medicago lupulina";"L.";"208757";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506268-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"197";"197";"Myosotis arvensis";1;"1723962";"Myosotis arvensis";1;"species";"";"";NA;"(L.) Hill";"Boraginaceae";"Myosotis";"Myosotis";1;"arvensis";"arvensis";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:118914-1";"";"Y";"Accepted";"Myosotis arvensis";"Myosotis arvensis";"(L.) Hill";"1723962";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:118914-1";"";"Boraginaceae";"1";"1";"wcvp";"0";""
"198";"198";"Ophrys apifera";1;"252497";"Ophrys apifera";1;"species";"";"";NA;"Huds.";"Orchidaceae";"Ophrys";"Ophrys";1;"apifera";"apifera";1;"";"";NA;"";"";NA;"";"";NA;"";"";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:647746-1";"";"Y";"Accepted";"Ophrys apifera";"Ophrys apifera";"Huds.";"252497";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:647746-1";"";"Orchidaceae";"1";"1";"wcvp";"0";""
